cast_info	movie_id	295	0.9989803098212345	0.9989902353823421
cast_info	person_id	295	0.3470390852450024	0.3648351010236135
cast_info	person_role_id	295	0.5520924729432852	0.567140522090131
movie_info	movie_id	121	0.5530255687661104	0.4952616607444018
movie_companies	movie_id	22	0.4495745670341606	0.2996273798486896
movie_keyword	movie_id	37	0.20994792765484036	0.12411482443622464
movie_info_idx	movie_id	12	0.33484847466082773	0.20099457661870845
person_info	person_id	25	0.7931549414263884	0.7948561856522306
aka_name	person_id	8	0.8515296733694206	0.875684914496516
complete_cast	movie_id	2	0.9998145007419971	0.9998145007419971
