1,1,0.010
1,2,0.009
1,3,0.009
2,1,0.041
2,2,0.032
2,3,0.032
3,1,0.067
3,2,0.042
3,3,0.035
4,1,0.073
4,2,0.046
4,3,0.039
5,1,0.190
5,2,0.189
5,3,0.190
6,1,0.269
6,2,0.264
6,3,0.245
7,1,0.023
7,2,0.015
7,3,0.016
8,1,0.039
8,2,0.033
8,3,0.024
9,1,0.246
9,2,0.244
9,3,0.230
10,1,0.377
10,2,0.346
10,3,0.362
11,1,0.123
11,2,0.174
11,3,0.128
12,1,0.147
12,2,0.167
12,3,0.137
13,1,0.279
13,2,0.286
13,3,0.267
14,1,0.543
14,2,0.520
14,3,0.482
15,1,0.314
15,2,0.321
15,3,0.326
16,1,0.223
16,2,0.215
16,3,0.190
17,1,0.689
17,2,0.685
17,3,0.668
18,1,0.573
18,2,0.542
18,3,0.564
19,1,1.336
19,2,1.271
19,3,1.254
20,1,0.076
20,2,0.048
20,3,0.033
21,1,0.537
21,2,0.330
21,3,0.346
22,1,0.623
22,2,0.504
22,3,0.474
23,1,0.702
23,2,0.617
23,3,0.594
24,1,0.174
24,2,0.125
24,3,0.126
25,1,0.075
25,2,0.066
25,3,0.075
26,1,0.123
26,2,0.094
26,3,0.131
27,1,0.077
27,2,0.059
27,3,0.071
28,1,0.555
28,2,0.448
28,3,0.405
29,1,2.083
29,2,2.086
29,3,2.011
30,1,0.065
30,2,0.055
30,3,0.057
31,1,0.317
31,2,0.266
31,3,0.300
32,1,0.500
32,2,0.464
32,3,0.409
33,1,1.296
33,2,1.247
33,3,1.222
34,1,1.360
34,2,1.310
34,3,1.301
35,1,1.390
35,2,1.291
35,3,1.330
36,1,0.185
36,2,0.172
36,3,0.161
37,1,0.047
37,2,0.032
37,3,0.043
38,1,0.028
38,2,0.020
38,3,0.021
39,1,0.042
39,2,0.033
39,3,0.025
40,1,0.078
40,2,0.065
40,3,0.049
41,1,0.033
41,2,0.030
41,3,0.023
42,1,0.029
42,2,0.024
42,3,0.021
43,1,0.027
43,2,0.022
43,3,0.021
