1,1,0.001
1,2,0.001
1,3,0.001
2,1,0.001
2,2,0.001
2,3,0.001
3,1,0.032
3,2,0.004
3,3,0.003
4,1,0.020
4,2,0.003
4,3,0.004
5,1,0.055
5,2,0.056
5,3,0.019
6,1,0.045
6,2,0.040
6,3,0.010
7,1,0.023
7,2,0.003
7,3,0.002
8,1,0.031
8,2,0.004
8,3,0.008
9,1,0.047
9,2,0.015
9,3,0.013
10,1,0.075
10,2,0.015
10,3,0.021
11,1,0.050
11,2,0.006
11,3,0.008
12,1,0.082
12,2,0.020
12,3,0.007
13,1,0.053
13,2,0.010
13,3,0.012
14,1,0.050
14,2,0.013
14,3,0.012
15,1,0.061
15,2,0.013
15,3,0.018
16,1,0.029
16,2,0.012
16,3,0.013
17,1,0.059
17,2,0.018
17,3,0.025
18,1,0.036
18,2,0.008
18,3,0.006
19,1,0.080
19,2,0.018
19,3,0.019
20,1,0.030
20,2,0.001
20,3,0.001
21,1,0.041
21,2,0.012
21,3,0.013
22,1,0.078
22,2,0.005
22,3,0.005
23,1,0.054
23,2,0.016
23,3,0.023
24,1,0.130
24,2,0.036
24,3,0.029
25,1,0.032
25,2,0.006
25,3,0.005
26,1,0.023
26,2,0.006
26,3,0.004
27,1,0.065
27,2,0.009
27,3,0.004
28,1,0.068
28,2,0.007
28,3,0.005
29,1,0.061
29,2,0.018
29,3,0.029
30,1,0.025
30,2,0.007
30,3,0.007
31,1,0.055
31,2,0.012
31,3,0.009
32,1,0.083
32,2,0.012
32,3,0.014
33,1,0.073
33,2,0.014
33,3,0.014
34,1,0.052
34,2,0.022
34,3,0.035
35,1,0.048
35,2,0.020
35,3,0.038
36,1,0.036
36,2,0.011
36,3,0.010
37,1,0.028
37,2,0.004
37,3,0.005
38,1,0.028
38,2,0.005
38,3,0.004
39,1,0.032
39,2,0.004
39,3,0.004
40,1,0.033
40,2,0.009
40,3,0.006
41,1,0.033
41,2,0.004
41,3,0.003
42,1,0.030
42,2,0.003
42,3,0.003
43,1,0.033
43,2,0.003
43,3,0.003
