1,1,0.001
1,2,0.001
1,3,0.001
2,1,0.001
2,2,0.001
2,3,0.001
3,1,0.043
3,2,0.010
3,3,0.006
4,1,0.030
4,2,0.016
4,3,0.021
5,1,0.061
5,2,0.058
5,3,0.043
6,1,0.060
6,2,0.035
6,3,0.039
7,1,0.035
7,2,0.003
7,3,0.003
8,1,0.047
8,2,0.005
8,3,0.004
9,1,0.107
9,2,0.070
9,3,0.075
10,1,0.163
10,2,0.100
10,3,0.128
11,1,0.100
11,2,0.022
11,3,0.024
12,1,0.093
12,2,0.024
12,3,0.024
13,1,0.073
13,2,0.035
13,3,0.033
14,1,0.075
14,2,0.053
14,3,0.042
15,1,0.098
15,2,0.043
15,3,0.037
16,1,0.055
16,2,0.039
16,3,0.029
17,1,0.156
17,2,0.101
17,3,0.099
18,1,0.117
18,2,0.031
18,3,0.031
19,1,0.224
19,2,0.174
19,3,0.170
20,1,0.027
20,2,0.001
20,3,0.001
21,1,0.098
21,2,0.044
21,3,0.044
22,1,0.114
22,2,0.018
22,3,0.019
23,1,0.158
23,2,0.054
23,3,0.072
24,1,0.160
24,2,0.042
24,3,0.043
25,1,0.030
25,2,0.009
25,3,0.008
26,1,0.057
26,2,0.012
26,3,0.014
27,1,0.056
27,2,0.014
27,3,0.008
28,1,0.049
28,2,0.017
28,3,0.013
29,1,0.177
29,2,0.131
29,3,0.130
30,1,0.041
30,2,0.017
30,3,0.011
31,1,0.079
31,2,0.022
31,3,0.023
32,1,0.076
32,2,0.027
32,3,0.027
33,1,0.174
33,2,0.115
33,3,0.112
34,1,0.184
34,2,0.150
34,3,0.145
35,1,0.202
35,2,0.136
35,3,0.148
36,1,0.065
36,2,0.037
36,3,0.027
37,1,0.019
37,2,0.015
37,3,0.012
38,1,0.013
38,2,0.009
38,3,0.008
39,1,0.014
39,2,0.007
39,3,0.008
40,1,0.055
40,2,0.025
40,3,0.027
41,1,0.010
41,2,0.005
41,3,0.005
42,1,0.011
42,2,0.005
42,3,0.005
43,1,0.008
43,2,0.004
43,3,0.004
