1,1,0.011
1,2,0.009
1,3,0.010
2,1,0.048
2,2,0.027
2,3,0.026
3,1,0.062
3,2,0.039
3,3,0.037
4,1,0.070
4,2,0.067
4,3,0.047
5,1,0.198
5,2,0.190
5,3,0.185
6,1,0.269
6,2,0.280
6,3,0.277
7,1,0.020
7,2,0.016
7,3,0.016
8,1,0.041
8,2,0.024
8,3,0.022
9,1,0.248
9,2,0.249
9,3,0.201
10,1,0.377
10,2,0.321
10,3,0.351
11,1,0.119
11,2,0.141
11,3,0.134
12,1,0.155
12,2,0.158
12,3,0.140
13,1,0.282
13,2,0.273
13,3,0.251
14,1,0.544
14,2,0.506
14,3,0.512
15,1,0.325
15,2,0.311
15,3,0.290
16,1,0.229
16,2,0.195
16,3,0.189
17,1,0.680
17,2,0.686
17,3,0.642
18,1,0.577
18,2,0.565
18,3,0.557
19,1,1.368
19,2,1.268
19,3,1.272
20,1,0.058
20,2,0.055
20,3,0.041
21,1,0.540
21,2,0.332
21,3,0.324
22,1,0.618
22,2,0.478
22,3,0.470
23,1,0.706
23,2,0.601
23,3,0.596
24,1,0.242
24,2,0.122
24,3,0.109
25,1,0.071
25,2,0.068
25,3,0.075
26,1,0.129
26,2,0.125
26,3,0.123
27,1,0.075
27,2,0.075
27,3,0.075
28,1,0.560
28,2,0.455
28,3,0.444
29,1,2.078
29,2,2.001
29,3,2.014
30,1,0.115
30,2,0.056
30,3,0.057
31,1,0.329
31,2,0.325
31,3,0.299
32,1,0.505
32,2,0.432
32,3,0.458
33,1,1.272
33,2,1.213
33,3,1.235
34,1,1.373
34,2,1.277
34,3,1.265
35,1,1.382
35,2,1.359
35,3,1.319
36,1,0.189
36,2,0.172
36,3,0.157
37,1,0.049
37,2,0.034
37,3,0.031
38,1,0.029
38,2,0.027
38,3,0.024
39,1,0.039
39,2,0.031
39,3,0.024
40,1,0.076
40,2,0.051
40,3,0.051
41,1,0.030
41,2,0.024
41,3,0.024
42,1,0.030
42,2,0.024
42,3,0.019
43,1,0.026
43,2,0.025
43,3,0.020
