1,1,0.021024896
1,2,0.017338695
1,3,0.015046843
2,1,4.168968508
2,2,0.071811432
2,3,0.071224329
3,1,9.471336036
3,2,0.101285008
3,3,0.098009830
4,1,17.154821466
4,2,0.156384610
4,3,0.153339590
5,1,18.789154841
5,2,0.637065731
5,3,0.623455725
6,1,null
6,2,null
6,3,null
7,1,9.305160706
7,2,0.122681568
7,3,0.124234712
8,1,4.131937621
8,2,0.102465911
8,3,0.079442137
9,1,26.380898450
9,2,0.902205959
9,3,0.889918019
10,1,33.733840809
10,2,0.821017531
10,3,0.817944538
11,1,25.642879577
11,2,0.312602004
11,3,0.305200345
12,1,29.041049414
12,2,0.324116160
12,3,0.324140035
13,1,9.934859122
13,2,0.207365351
13,3,0.208578923
14,1,28.133874918
14,2,0.810459123
14,3,0.807637837
15,1,12.713334619
15,2,0.589825055
15,3,0.598471506
16,1,0.000569419
16,2,0.000546469
16,3,0.000543877
17,1,27.260031189
17,2,1.005207542
17,3,0.989168748
18,1,2.536001182
18,2,0.987603580
18,3,0.964155324
19,1,43.733866322
19,2,1.329734636
19,3,1.295840400
20,1,13.757897305
20,2,0.166539166
20,3,0.164312058
21,1,11.243611664
21,2,2.355226067
21,3,2.327218750
22,1,20.873117054
22,2,2.083362126
22,3,2.138096430
23,1,47.089453042
23,2,1.230853699
23,3,1.184403543
24,1,29.178063709
24,2,1.855206879
24,3,1.804703064
25,1,27.749807097
25,2,0.295234923
25,3,0.293419415
26,1,10.685670629
26,2,0.350198193
26,3,0.359771143
27,1,26.618411417
27,2,0.293909925
27,3,0.285384731
28,1,20.973522602
28,2,2.200503784
28,3,2.219388525
29,1,12.956844129
29,2,3.914195990
29,3,3.846352822
30,1,5.391914373
30,2,0.087088013
30,3,0.079657370
31,1,28.636833269
31,2,0.764789706
31,3,0.778675380
32,1,40.945006003
32,2,0.625071744
32,3,0.607931853
33,1,34.389324378
33,2,1.637647740
33,3,1.614527094
34,1,0.113812969
34,2,0.063410371
34,3,0.061529775
35,1,0.112860870
35,2,0.060523809
35,3,0.056642673
36,1,0.000637165
36,2,0.000628220
36,3,0.000749060
37,1,0.576965270
37,2,0.180969344
37,3,0.175291050
38,1,0.541689089
38,2,0.107044493
38,3,0.091704883
39,1,0.693009064
39,2,0.194483387
39,3,0.201651986
40,1,1.036848612
40,2,0.416487751
40,3,0.416463388
41,1,0.844179697
41,2,0.043240000
41,3,0.037408095
42,1,0.779622785
42,2,0.041037804
42,3,0.036681244
43,1,0.556219002
43,2,0.043280978
43,3,0.032759243
